date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:56	45404/45404	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22b15c-6568aada-c00d1d9d7d6ab6cd;gz%22	https://amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.ttf	(from https://amoghhealthcare.fun/assets/css/bootstrap.min.css)
12:44:57	109025/109025	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a9e1-6568aada-7d450ad48aca7e72;gz%22	https://amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.svg	(from https://amoghhealthcare.fun/assets/css/bootstrap.min.css)
12:44:57	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-6568aad9-7862c6e480eb04a4;gz%22	https://amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e3.eot?v=4.4.0	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e393e3.eot	(from https://amoghhealthcare.fun/assets/css/font-awesome.min.css)
12:44:57	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-6568aad9-51b5759272e97c2e;gz%22	https://amoghhealthcare.fun/assets/fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/fontawesome-webfontd41dd41d.eot	(from https://amoghhealthcare.fun/assets/css/font-awesome.min.css)
12:44:57	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-6568aad9-ebce3dd1fd0be0a8;;;%22	https://amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e3.woff2?v=4.4.0	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e393e3.woff2	(from https://amoghhealthcare.fun/assets/css/font-awesome.min.css)
12:44:58	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-6568aad9-30ce09222cb5c93a;;;%22	https://amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e3.woff?v=4.4.0	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e393e3.woff	(from https://amoghhealthcare.fun/assets/css/font-awesome.min.css)
12:44:58	165548/165548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22286ac-6568aad9-c2c9ffcab80374d4;gz%22	https://amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e3.ttf?v=4.4.0	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e393e3.ttf	(from https://amoghhealthcare.fun/assets/css/font-awesome.min.css)
12:44:58	447050/447050	---M-Z	200	added ('OK')	image/svg+xml	etag:%226d24a-6568aad9-fdb8d33abba8f6cb;gz%22	https://amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e3.svg?v=4.4.0	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/fontawesome-webfont93e393e3.svg	(from https://amoghhealthcare.fun/assets/css/font-awesome.min.css)
12:44:59	103032/103032	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2219278-6568aada-e6f28aed8763bc5b;gz%22	https://amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103.eot?6iuir	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103b103.eot	(from https://amoghhealthcare.fun/assets/css/icomoon.css)
12:44:59	102868/102868	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22191d4-6568aadb-b8d43c4d5c7c1de9;gz%22	https://amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103.ttf?6iuir	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103b103.ttf	(from https://amoghhealthcare.fun/assets/css/icomoon.css)
12:44:59	102944/102944	---M--	200	added ('OK')	application/font-woff	etag:%2219220-6568aadb-55ebb5a61fabff13;;;%22	https://amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103.woff?6iuir	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103b103.woff	(from https://amoghhealthcare.fun/assets/css/icomoon.css)
12:44:59	366465/366465	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259781-6568aadb-76d8cd839f43f0c7;gz%22	https://amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103.svg?6iuir	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/icomoon/icomoonb103b103.svg	(from https://amoghhealthcare.fun/assets/css/icomoon.css)
12:45:04	1186388/1186388	---M--	200	added ('OK')	image/jpeg	etag:%22121a54-6568aadf-65c7a16e2b6981a1;;;%22	https://amoghhealthcare.fun/assets/images/banner4.jpg	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/images/banner4.jpg	(from https://amoghhealthcare.fun/)
12:45:52	2809112/2809112	---M--	200	added ('OK')	image/gif	etag:%222add18-6568aade-f7c4e10a912c9f28;;;%22	https://amoghhealthcare.fun/assets/images/3.gif	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/images/3.gif	(from https://amoghhealthcare.fun/)
12:45:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-61e9ff60-b309120e23c3ec26;gz%22	https://amoghhealthcare.fun/Popover%20requires%20tooltip.js	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/Popover%20requires%20tooltip.3d.delayed	(from https://amoghhealthcare.fun/assets/js/bootstrap.min.js)
12:45:53	741/741	---M-Z	200	added ('OK')	text/html	etag:%222e5-6568aae1-e8ba4bc3a2bc03f5;gz%22	https://amoghhealthcare.fun/assets/js/owlcarousel/owl.video.play.html	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/js/owlcarousel/owl.video.play.html	(from https://amoghhealthcare.fun/assets/js/owlcarousel/owl.carousel.css)
